model,scenario,region,variables,unit,2020,2025,2030,2035,2040,2045,2050
eTIMES-EUNA,trade,CZ,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Renewable|CSP,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,CZ,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DE,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Conventional|Coal pc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Renewable|CSP,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Conventional|Sludge,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,PL,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Geothermal,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Conventional|Sludge,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|CSP,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Conventional|Coal pc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Renewable|Biogas fuel cell,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Conventional|Coal chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,AT,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Conventional|Coal pc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Reservoir,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|Geothermal,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Conventional|Coal chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Renewable|CSP,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,DK,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Conventional|Coal pc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Conventional|Coal chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,ES,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Conventional|Coal pc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Photovoltaic residential,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Reservoir,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Geothermal,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Conventional|Coal chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Renewable|CSP,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Conventional|Sludge,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FI,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Conventional|Coal pc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|Geothermal,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Conventional|Coal chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Renewable|CSP,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,FR,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Conventional|Coal pc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|Geothermal,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Conventional|Coal chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Renewable|CSP,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Conventional|Sludge,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HR,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|Biomass igcc w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Conventional|Coal chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Renewable|CSP,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,HU,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Biomass igcc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Conventional|Coal pc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Reservoir,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Biogas,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|Geothermal,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Conventional|Coal chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Renewable|CSP,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Conventional|Sludge,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IE,Production|Electricity|Conventional|Other,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Renewable|Photovoltaic,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Conventional|Oil chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Conventional|Coal igcc hard,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Conventional|Sludge,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Conventional|Coal pc hard w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Renewable|Biomass chp,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Conventional|Oil w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Nuclear|Pressure water reactor,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Conventional|Gas w/ CCS,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Renewable|CSP,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Conventional|Gas oc,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Renewable|Biomass st,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Conventional|Coal igcc lignite,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eTIMES-EUNA,trade,IT,Production|Electricity|Renewable|Wind turbines|Offshore,PJ/year,0.0,0.0,0.0,0.0,0.0,0.0,0.0
